['pcap_file', 'mp4_filesize', 'num_nalus', 'video_len_sec', 'payload_size', 'detection_time']
0,bbb_10sec.pcap,2270493,305,10,1280,1.228666067123413
0,bbb_10sec.pcap,2270493,305,10,1280,1.17535400390625
0,bbb_10sec.pcap,2270493,305,10,1280,1.2126877307891846
0,bbb_10sec.pcap,2270493,305,10,1280,1.1983649730682373
0,bbb_10sec.pcap,2270493,305,10,1280,1.2409579753875732
0,bbb_10sec.pcap,2270493,305,10,1280,1.2119181156158447
0,bbb_10sec.pcap,2270493,305,10,1280,1.264909029006958
0,bbb_10sec.pcap,2270493,305,10,1280,1.2177209854125977
0,bbb_10sec.pcap,2270493,305,10,1280,1.2737488746643066
0,bbb_10sec.pcap,2270493,305,10,1280,1.2358946800231934
